sensor_id,timestamp,container_id,shipment_id,route_id,product,temperature_c,humidity_percent,vibration_level,door_status,city,gps_latitude,gps_longitude,battery_percent,network_signal,outside_temperature,rainfall_mm,wind_speed
174,2026-07-16 12:30:36,C350,SH3351,R084,Apple,2.2,95,2.67,OPEN,Pune,23.429165,71.808859,97,Weak,35.57,11.79,20.99
175,2026-07-16 12:30:36,C101,SH7265,R073,Tomato,13.84,88,5.19,CLOSED,Jaipur,20.329523,70.173123,49,Weak,21.63,21.77,4.12
176,2026-07-16 12:30:36,C446,SH9009,R047,Onion,15.16,91,1.08,CLOSED,Surat,21.124804,70.633721,91,Strong,30.67,30.8,11.05
177,2026-07-16 12:30:36,C316,SH8031,R084,Potato,10.67,71,2.07,OPEN,Jaipur,20.679472,71.095923,76,Weak,36.34,11.77,13.9
178,2026-07-16 12:30:36,C444,SH7097,R037,Tomato,7.22,76,0.11,CLOSED,Mumbai,22.380947,71.664644,51,Weak,24.27,15.91,8.7
179,2026-07-16 12:30:37,C082,SH9760,R094,Orange,7.83,72,5.74,CLOSED,Delhi,22.151234,70.989941,83,Strong,39.08,9.67,10.92
180,2026-07-16 12:30:37,C280,SH9983,R057,Apple,6.96,81,0.86,OPEN,Mumbai,20.973337,70.878359,85,Strong,22.25,7.75,20.51
181,2026-07-16 12:30:37,C029,SH6976,R002,Strawberry,14.29,60,2.65,CLOSED,Mumbai,22.902838,70.331571,92,Weak,25.4,9.09,5.24
182,2026-07-16 12:30:37,C056,SH6410,R066,Tomato,5.88,71,0.39,OPEN,Pune,21.179548,71.012371,40,Medium,30.59,29.82,10.25
183,2026-07-16 12:30:37,C376,SH7999,R073,Strawberry,2.14,73,4.75,OPEN,Delhi,22.643655,70.235098,84,Strong,27.1,36.28,3.48
184,2026-07-16 12:30:38,C223,SH2693,R042,Orange,13.42,65,1.1,OPEN,Surat,23.599525,73.539167,65,Medium,18.46,6.99,14.05
185,2026-07-16 12:30:38,C047,SH8395,R066,Mango,7.22,62,3.32,CLOSED,Mumbai,22.69636,71.373189,95,Weak,26.96,17.47,1.76
186,2026-07-16 12:30:38,C221,SH2797,R009,Avocado,11.38,89,5.22,CLOSED,Pune,23.647191,71.690831,65,Medium,18.26,15.08,13.79
187,2026-07-16 12:30:38,C075,SH6763,R061,Onion,5.96,70,2.24,OPEN,Pune,22.642858,72.095477,48,Strong,40.26,38.29,2.71
188,2026-07-16 12:30:38,C251,SH2019,R023,Apple,7.93,89,4.47,OPEN,Pune,22.52705,73.370186,46,Medium,26.24,8.2,0.76
189,2026-07-16 12:30:39,C399,SH5159,R078,Avocado,6.17,87,2.25,OPEN,Delhi,23.984831,73.309392,73,Strong,37.8,4.86,1.7
190,2026-07-16 12:30:39,C200,SH7611,R079,Banana,3.2,66,5.42,OPEN,Ahmedabad,22.242561,71.62711,100,Weak,31.6,36.62,3.27
191,2026-07-16 12:30:39,C226,SH2486,R002,Tomato,7.35,63,0.78,OPEN,Pune,22.043092,73.262868,91,Medium,36.54,3.63,24.41
192,2026-07-16 12:30:39,C453,SH6257,R033,Avocado,13.15,69,2.13,OPEN,Jaipur,20.714754,71.187138,96,Weak,39.3,30.55,20.91
193,2026-07-16 12:30:39,C081,SH8581,R029,Avocado,7.59,71,1.73,CLOSED,Delhi,21.1382,70.204363,79,Weak,37.7,12.14,24.16
194,2026-07-16 12:30:40,C466,SH1088,R090,Mango,9.08,69,1.45,OPEN,Ahmedabad,21.787834,73.555388,72,Medium,41.45,2.03,7.78
195,2026-07-16 12:30:40,C121,SH7541,R091,Strawberry,5.32,92,0.56,CLOSED,Surat,21.895609,72.467196,62,Medium,30.41,33.92,5.5
196,2026-07-16 12:30:40,C135,SH8099,R012,Tomato,4.67,63,1.48,OPEN,Surat,20.813665,70.860619,41,Strong,29.46,33.74,19.95
197,2026-07-16 12:30:40,C393,SH3664,R002,Potato,17.0,73,1.2,OPEN,Mumbai,21.438472,72.660022,83,Weak,32.57,7.87,5.47
198,2026-07-16 12:30:41,C473,SH1785,R024,Banana,16.23,77,2.8,CLOSED,Ahmedabad,20.568563,73.447489,97,Medium,40.65,11.63,17.71
199,2026-07-16 12:30:41,C038,SH4153,R037,Orange,16.26,87,1.35,CLOSED,Surat,22.698463,71.889513,66,Strong,22.62,25.81,15.92
200,2026-07-16 12:30:41,C431,SH8161,R063,Potato,5.38,78,0.9,OPEN,Mumbai,23.831854,70.267762,91,Medium,19.91,32.36,15.76
201,2026-07-16 12:30:41,C369,SH3775,R083,Onion,16.96,88,4.79,OPEN,Surat,21.284645,73.736153,56,Weak,27.75,4.2,21.38
202,2026-07-16 12:30:41,C314,SH7395,R021,Apple,16.35,79,1.97,CLOSED,Jaipur,20.253793,73.355354,62,Strong,30.48,16.24,21.71
203,2026-07-16 12:30:42,C282,SH9573,R036,Avocado,13.98,74,1.52,OPEN,Delhi,22.355887,73.289528,76,Weak,37.1,31.11,3.78
204,2026-07-16 12:30:42,C273,SH6682,R018,Banana,12.41,92,2.73,CLOSED,Delhi,23.22861,71.16908,76,Strong,30.68,23.1,15.91
205,2026-07-16 12:30:42,C363,SH2926,R057,Tomato,16.64,69,0.22,CLOSED,Pune,23.425428,70.851252,69,Strong,38.65,12.29,20.05
206,2026-07-16 12:30:42,C449,SH8695,R090,Orange,6.79,94,2.93,OPEN,Surat,22.366679,72.146497,67,Weak,27.84,15.08,13.24
207,2026-07-16 12:30:42,C371,SH6710,R040,Banana,16.93,86,3.56,OPEN,Ahmedabad,21.624791,73.046756,92,Strong,41.33,16.75,18.26
208,2026-07-16 12:30:43,C242,SH8754,R064,Grapes,7.82,75,0.51,OPEN,Delhi,20.735584,72.148584,58,Medium,26.67,13.35,12.39
209,2026-07-16 12:30:43,C062,SH7366,R057,Mango,17.44,86,2.47,CLOSED,Jaipur,21.39179,72.543856,93,Strong,40.2,27.11,4.01
210,2026-07-16 12:30:43,C305,SH4562,R089,Tomato,9.22,86,5.63,OPEN,Mumbai,22.989577,73.796793,56,Strong,34.4,16.2,9.73
211,2026-07-16 12:30:43,C209,SH4273,R008,Strawberry,12.57,71,0.45,OPEN,Mumbai,20.490348,71.191941,90,Medium,41.08,21.04,3.34
212,2026-07-16 12:30:43,C024,SH8522,R047,Orange,13.0,94,1.68,OPEN,Pune,23.929682,72.717283,45,Strong,26.61,5.69,21.97
213,2026-07-16 12:30:44,C320,SH4297,R080,Banana,9.07,81,4.64,OPEN,Pune,22.430952,71.843212,75,Weak,21.64,37.1,19.18
214,2026-07-16 12:30:44,C274,SH6139,R061,Orange,6.61,63,4.9,CLOSED,Surat,22.196596,70.514933,52,Weak,36.2,38.27,2.36
215,2026-07-16 12:30:44,C267,SH8787,R020,Apple,14.1,91,0.39,OPEN,Delhi,20.901459,72.32144,60,Medium,35.27,39.56,20.65
216,2026-07-16 12:30:44,C486,SH5932,R025,Apple,4.68,93,2.37,CLOSED,Pune,22.146661,70.049673,81,Strong,36.99,12.27,11.84
217,2026-07-16 12:30:44,C305,SH3634,R091,Apple,16.66,62,1.21,OPEN,Mumbai,21.660203,73.843539,89,Medium,36.32,35.56,20.08
218,2026-07-16 12:30:45,C046,SH5549,R036,Onion,10.83,81,0.2,CLOSED,Pune,20.409028,72.207101,85,Strong,26.85,34.04,11.56
219,2026-07-16 12:30:45,C038,SH8006,R030,Orange,6.12,60,3.1,CLOSED,Surat,22.984523,72.960056,99,Medium,22.43,24.7,21.5
220,2026-07-16 12:30:45,C024,SH4289,R054,Tomato,3.97,75,0.87,OPEN,Mumbai,20.110754,70.629496,62,Weak,29.01,32.96,5.68
221,2026-07-16 12:30:45,C438,SH1940,R021,Orange,5.78,91,1.34,OPEN,Surat,22.440649,73.345981,68,Weak,37.81,31.0,21.67
222,2026-07-16 12:30:45,C256,SH4543,R084,Apple,13.24,82,4.94,CLOSED,Ahmedabad,21.222663,71.392944,53,Weak,30.45,22.47,15.72
223,2026-07-16 12:30:46,C466,SH8118,R065,Onion,14.18,83,3.98,CLOSED,Pune,21.109742,70.830125,65,Strong,33.24,17.33,11.76
224,2026-07-16 12:30:46,C069,SH7891,R089,Onion,9.67,80,5.3,CLOSED,Pune,20.087989,71.597392,89,Strong,37.77,8.42,18.78
225,2026-07-16 12:30:46,C489,SH2545,R013,Potato,5.7,87,0.97,CLOSED,Surat,21.202693,71.891351,79,Medium,27.58,37.25,12.68
226,2026-07-16 12:30:46,C357,SH2242,R023,Apple,13.34,94,5.1,OPEN,Delhi,20.44456,73.013995,53,Strong,35.04,11.59,15.19
227,2026-07-16 12:30:47,C058,SH9093,R049,Tomato,2.42,76,3.47,CLOSED,Jaipur,20.310478,71.962837,72,Medium,40.63,36.13,3.61
228,2026-07-16 12:30:47,C488,SH1846,R065,Banana,2.44,67,1.78,OPEN,Mumbai,20.015731,71.275012,76,Weak,40.63,26.49,8.49
229,2026-07-16 12:30:47,C144,SH9243,R024,Mango,16.61,64,1.73,OPEN,Jaipur,22.543269,70.663842,72,Weak,20.63,37.63,7.75
230,2026-07-16 12:30:47,C122,SH2403,R058,Grapes,14.19,74,1.86,OPEN,Delhi,20.769742,70.128693,93,Medium,21.18,23.08,2.9
231,2026-07-16 12:30:47,C380,SH3205,R024,Tomato,6.2,76,2.33,OPEN,Pune,22.199082,73.191104,43,Medium,31.77,25.18,0.2
232,2026-07-16 12:30:48,C072,SH7997,R024,Tomato,3.88,76,4.57,CLOSED,Ahmedabad,21.430975,73.643235,47,Strong,22.73,1.28,18.74
233,2026-07-16 12:30:48,C172,SH7429,R089,Orange,17.31,64,5.96,OPEN,Pune,20.930442,70.940635,63,Weak,21.08,7.69,9.98
234,2026-07-16 12:30:48,C449,SH3065,R032,Grapes,9.28,71,4.55,OPEN,Pune,22.948289,71.485051,91,Strong,18.4,38.07,2.34
235,2026-07-16 12:30:48,C127,SH7798,R085,Onion,3.04,84,2.75,OPEN,Surat,21.131297,73.42473,92,Medium,30.68,15.05,19.78
236,2026-07-16 12:30:48,C376,SH2387,R050,Onion,5.93,70,3.37,OPEN,Surat,21.754466,70.032203,85,Strong,40.87,34.23,14.92
237,2026-07-16 12:30:49,C219,SH8033,R007,Strawberry,2.99,66,0.47,CLOSED,Ahmedabad,21.435434,70.466211,100,Strong,25.38,27.01,17.5
238,2026-07-16 12:30:49,C104,SH6823,R026,Orange,4.29,62,3.12,CLOSED,Ahmedabad,20.578812,72.728434,80,Medium,34.57,19.4,8.99
239,2026-07-16 12:30:49,C488,SH1332,R024,Apple,4.25,84,0.81,OPEN,Jaipur,23.69973,71.069192,69,Medium,35.81,20.14,23.34
240,2026-07-16 12:30:49,C271,SH6235,R078,Grapes,17.47,61,2.84,OPEN,Jaipur,22.292898,70.57363,83,Strong,18.25,2.19,4.92
241,2026-07-16 12:30:49,C162,SH5143,R023,Mango,4.82,77,5.53,CLOSED,Ahmedabad,21.655715,73.486116,66,Weak,26.97,10.71,13.25
242,2026-07-16 12:30:50,C112,SH3880,R051,Grapes,3.97,89,2.14,CLOSED,Jaipur,22.898183,70.111399,78,Weak,31.82,19.7,18.77
243,2026-07-16 12:30:50,C053,SH7964,R011,Tomato,14.43,84,0.54,OPEN,Ahmedabad,23.792441,73.970707,41,Medium,28.6,1.72,4.68
244,2026-07-16 12:30:50,C380,SH6965,R049,Grapes,6.86,86,4.13,CLOSED,Mumbai,22.938609,71.880801,50,Weak,23.58,34.56,24.16
245,2026-07-16 12:30:50,C188,SH2186,R098,Avocado,16.91,79,5.69,OPEN,Pune,21.663191,70.342918,78,Weak,27.47,15.84,8.5
246,2026-07-16 12:30:50,C455,SH3322,R031,Tomato,4.34,80,5.07,OPEN,Pune,21.475496,71.358287,79,Weak,26.88,19.19,23.6
247,2026-07-16 12:30:51,C350,SH7756,R036,Mango,9.42,88,3.03,CLOSED,Jaipur,22.204091,73.745026,70,Medium,40.81,34.79,13.72
248,2026-07-16 12:30:51,C264,SH2261,R012,Apple,3.98,90,5.39,OPEN,Mumbai,20.058345,73.458408,100,Medium,33.83,22.3,22.64
249,2026-07-16 12:30:51,C072,SH7755,R097,Avocado,15.19,69,3.16,CLOSED,Delhi,22.483573,72.541565,45,Strong,33.79,24.66,7.62
250,2026-07-16 12:30:51,C378,SH7550,R041,Banana,9.28,93,1.61,OPEN,Delhi,22.833612,72.390103,78,Medium,25.81,32.93,13.33
251,2026-07-16 12:30:51,C317,SH1516,R055,Potato,11.97,88,3.52,OPEN,Pune,20.400024,73.144495,80,Medium,24.96,18.66,11.87
252,2026-07-16 12:30:52,C194,SH4532,R002,Grapes,7.64,72,1.97,CLOSED,Surat,22.582042,71.880301,99,Weak,37.09,28.22,14.44
253,2026-07-16 12:30:52,C098,SH7011,R051,Orange,12.55,64,4.81,OPEN,Jaipur,21.001485,73.825234,72,Strong,34.31,19.9,6.05
254,2026-07-16 12:30:52,C326,SH1627,R045,Tomato,6.68,84,2.14,OPEN,Mumbai,21.238044,73.255755,64,Medium,38.76,22.01,19.66
255,2026-07-16 12:30:52,C442,SH9893,R081,Banana,9.32,83,0.11,CLOSED,Surat,22.336792,72.289555,82,Medium,24.44,39.49,18.38
256,2026-07-16 12:30:53,C124,SH3481,R058,Banana,11.91,81,2.65,OPEN,Delhi,20.982415,71.422934,45,Medium,19.62,33.14,22.98
257,2026-07-16 12:30:53,C304,SH2210,R044,Potato,11.05,91,4.89,CLOSED,Delhi,23.797067,70.553097,60,Medium,34.21,22.83,12.48
258,2026-07-16 12:30:53,C016,SH7653,R007,Strawberry,17.95,89,1.64,CLOSED,Delhi,21.482061,73.148106,69,Strong,18.33,15.33,8.48
259,2026-07-16 12:30:53,C493,SH3371,R018,Grapes,15.46,94,5.23,OPEN,Surat,21.016256,71.435347,71,Medium,24.81,9.56,1.15
260,2026-07-16 12:30:53,C402,SH8857,R012,Orange,6.35,90,2.76,OPEN,Surat,22.824522,71.61244,97,Medium,38.43,1.26,21.42
261,2026-07-16 12:30:54,C323,SH4372,R029,Mango,11.78,60,0.82,CLOSED,Jaipur,21.048438,72.26937,42,Strong,23.9,16.88,16.35
262,2026-07-16 12:30:54,C289,SH7407,R084,Grapes,8.88,88,0.07,OPEN,Ahmedabad,21.179904,72.46097,87,Medium,22.91,3.48,9.78
263,2026-07-16 12:30:54,C013,SH2346,R034,Potato,5.13,68,0.88,OPEN,Delhi,23.065895,71.750203,74,Weak,39.52,5.36,3.73
264,2026-07-16 12:30:54,C476,SH8409,R014,Apple,4.05,60,2.21,CLOSED,Surat,23.825804,72.64356,52,Strong,33.03,28.81,21.0
265,2026-07-16 12:30:54,C192,SH5372,R013,Avocado,8.55,73,3.91,OPEN,Delhi,22.749525,73.924719,41,Strong,21.16,31.02,22.24
266,2026-07-16 12:30:55,C349,SH9720,R061,Mango,4.57,85,0.61,OPEN,Mumbai,22.363478,73.89058,90,Strong,21.48,3.22,8.14
267,2026-07-16 12:30:55,C367,SH6565,R065,Avocado,8.99,71,5.82,CLOSED,Delhi,21.918339,72.178584,65,Weak,23.8,36.25,23.35
268,2026-07-16 12:30:55,C497,SH2017,R057,Apple,9.23,72,3.2,CLOSED,Delhi,23.743023,73.035272,75,Medium,32.48,32.13,6.14
269,2026-07-16 12:30:55,C030,SH5964,R088,Strawberry,9.67,93,3.17,CLOSED,Surat,21.011792,73.91433,81,Weak,19.59,7.03,8.8
270,2026-07-16 12:30:55,C062,SH3041,R040,Mango,9.7,89,5.71,OPEN,Mumbai,23.814762,72.533181,57,Weak,38.37,2.57,22.6
271,2026-07-16 12:30:56,C266,SH7215,R037,Tomato,16.04,66,2.51,CLOSED,Jaipur,20.953006,71.340373,63,Weak,28.41,10.31,16.51
272,2026-07-16 12:30:56,C420,SH7687,R093,Potato,5.01,62,1.23,OPEN,Ahmedabad,23.831381,71.985553,63,Weak,35.03,27.79,15.68
273,2026-07-16 12:30:56,C308,SH4193,R071,Onion,9.36,69,3.1,OPEN,Surat,20.128928,71.132103,53,Strong,26.36,38.74,2.94
274,2026-07-16 12:30:56,C450,SH3481,R013,Onion,14.03,74,3.88,CLOSED,Mumbai,23.245475,73.282875,53,Medium,24.19,31.02,9.72
275,2026-07-16 12:30:56,C462,SH5549,R044,Tomato,6.7,78,1.02,OPEN,Delhi,21.221915,70.447652,63,Strong,29.61,34.57,12.9
276,2026-07-16 12:30:57,C123,SH3499,R086,Strawberry,5.72,89,1.79,CLOSED,Surat,22.216431,70.644009,49,Strong,30.76,28.25,15.02
277,2026-07-16 12:30:57,C046,SH7496,R017,Grapes,4.31,61,0.36,CLOSED,Pune,23.927937,73.039223,84,Medium,38.03,18.04,10.3
278,2026-07-16 12:30:57,C108,SH6252,R095,Potato,9.34,91,2.4,OPEN,Surat,20.765579,70.296024,98,Medium,40.72,39.75,21.46
279,2026-07-16 12:30:57,C116,SH7575,R029,Apple,2.07,91,3.53,OPEN,Mumbai,23.891375,71.18722,65,Weak,35.44,9.98,9.73
280,2026-07-16 12:30:57,C031,SH7138,R061,Potato,6.94,84,4.67,CLOSED,Surat,20.037139,72.8674,92,Medium,25.63,9.16,4.63
281,2026-07-16 12:30:58,C013,SH5198,R018,Apple,2.01,88,0.73,OPEN,Mumbai,20.633958,73.123323,51,Medium,18.42,1.62,6.45
282,2026-07-16 12:30:58,C214,SH1416,R084,Strawberry,6.23,87,4.61,OPEN,Surat,21.934728,73.837494,58,Weak,33.22,18.03,10.8
283,2026-07-16 12:30:58,C134,SH9741,R020,Orange,16.8,65,2.8,CLOSED,Ahmedabad,20.879767,72.097699,66,Weak,22.31,10.15,2.41
284,2026-07-16 12:30:58,C202,SH4882,R020,Orange,12.07,91,0.25,OPEN,Jaipur,22.521559,72.762768,83,Medium,27.39,31.17,4.03
285,2026-07-16 12:30:58,C362,SH3456,R039,Avocado,3.53,87,2.05,CLOSED,Mumbai,20.931311,71.018104,66,Medium,38.14,0.59,11.83
286,2026-07-16 12:30:59,C087,SH8020,R051,Strawberry,8.53,68,4.21,OPEN,Jaipur,21.820442,71.70978,70,Medium,20.23,22.28,6.22
287,2026-07-16 12:30:59,C082,SH9140,R046,Apple,9.43,87,2.22,OPEN,Pune,23.242017,70.172402,60,Medium,38.0,13.55,1.12
288,2026-07-16 12:30:59,C387,SH7692,R088,Avocado,16.66,62,4.94,CLOSED,Jaipur,23.687864,72.270545,95,Strong,34.85,7.82,21.27
289,2026-07-16 12:30:59,C114,SH6132,R037,Potato,12.95,60,4.02,OPEN,Ahmedabad,21.975968,70.732663,89,Medium,37.53,38.54,13.74
290,2026-07-16 12:30:59,C076,SH8268,R088,Banana,12.97,76,5.51,OPEN,Surat,20.59714,72.060829,71,Weak,32.81,11.39,16.51
291,2026-07-16 12:31:00,C477,SH4488,R007,Grapes,15.02,73,1.18,CLOSED,Delhi,20.875876,71.765448,49,Medium,33.59,0.14,18.99
292,2026-07-16 12:31:00,C368,SH2556,R014,Grapes,8.95,92,5.81,CLOSED,Ahmedabad,22.381953,71.200309,47,Medium,39.38,37.11,19.31
293,2026-07-16 12:31:00,C156,SH9551,R025,Mango,5.92,89,2.15,CLOSED,Ahmedabad,23.521291,71.124425,45,Strong,29.14,4.62,13.98
294,2026-07-16 12:31:00,C017,SH3828,R095,Strawberry,5.24,91,5.23,CLOSED,Ahmedabad,21.680751,72.213854,50,Weak,34.41,15.09,19.18
295,2026-07-16 12:31:00,C238,SH7036,R081,Apple,12.23,90,0.42,OPEN,Ahmedabad,22.999177,73.344814,83,Medium,33.34,24.59,3.9
296,2026-07-16 12:31:01,C412,SH7150,R009,Grapes,15.6,67,3.29,CLOSED,Surat,21.03009,72.579607,46,Weak,34.73,0.88,20.65
297,2026-07-16 12:31:01,C034,SH2855,R028,Onion,4.95,75,0.62,OPEN,Ahmedabad,22.274037,70.188981,59,Medium,32.82,30.17,14.69
298,2026-07-16 12:31:01,C353,SH8862,R067,Onion,9.31,89,3.89,OPEN,Surat,20.792607,71.487654,47,Strong,33.94,27.36,23.33
299,2026-07-16 12:31:01,C270,SH1828,R043,Potato,3.45,69,0.28,CLOSED,Jaipur,23.865849,70.278408,94,Medium,22.41,35.7,9.43
300,2026-07-16 12:31:02,C087,SH5981,R043,Potato,11.82,86,4.31,CLOSED,Delhi,22.489064,71.96792,42,Strong,28.46,28.34,14.06
301,2026-07-16 12:31:02,C441,SH6776,R065,Mango,3.79,74,0.01,OPEN,Surat,20.766607,72.599085,61,Strong,20.15,36.06,5.71
302,2026-07-16 12:31:02,C488,SH5065,R090,Potato,9.98,83,3.93,OPEN,Mumbai,23.986046,72.330725,43,Weak,33.37,25.27,1.76
303,2026-07-16 12:31:02,C026,SH7323,R034,Potato,9.57,80,0.33,CLOSED,Ahmedabad,23.25341,72.366961,70,Weak,30.33,31.89,24.15
304,2026-07-16 12:31:02,C464,SH4790,R051,Potato,5.39,89,2.84,CLOSED,Mumbai,20.658926,72.603929,97,Strong,36.51,27.39,23.98
305,2026-07-16 12:31:03,C267,SH7271,R070,Banana,2.09,92,3.11,OPEN,Delhi,23.513285,70.051613,97,Strong,28.48,31.6,11.9
306,2026-07-16 12:31:03,C043,SH2393,R061,Grapes,13.06,87,4.26,CLOSED,Pune,22.292181,72.020021,92,Medium,21.42,1.2,15.52
307,2026-07-16 12:31:03,C274,SH4446,R096,Grapes,14.85,91,2.57,CLOSED,Jaipur,22.839989,72.546944,89,Strong,28.26,4.15,21.51
308,2026-07-16 12:31:03,C148,SH4913,R071,Apple,11.14,79,2.09,CLOSED,Ahmedabad,20.664442,73.58747,45,Medium,25.5,25.59,12.05
309,2026-07-16 12:31:03,C081,SH4797,R005,Apple,14.08,80,5.65,CLOSED,Ahmedabad,23.833539,71.13829,43,Medium,25.41,1.31,22.48
310,2026-07-16 12:31:04,C049,SH3633,R079,Strawberry,15.83,93,5.92,CLOSED,Mumbai,22.24216,71.148538,61,Medium,35.42,9.97,1.17
311,2026-07-16 12:31:04,C480,SH7808,R018,Tomato,3.86,89,4.72,CLOSED,Delhi,22.705821,71.645778,51,Medium,30.66,25.95,13.18
312,2026-07-16 12:31:04,C478,SH7314,R028,Potato,7.7,95,4.68,OPEN,Ahmedabad,23.300085,70.098758,99,Strong,35.11,19.95,6.65
313,2026-07-16 12:31:04,C200,SH4956,R022,Onion,2.77,64,1.65,OPEN,Mumbai,20.736927,70.946366,60,Strong,23.46,5.57,3.81
314,2026-07-16 12:31:04,C040,SH5060,R052,Potato,15.49,63,4.39,OPEN,Surat,23.455422,72.750379,80,Medium,25.5,11.15,5.39
315,2026-07-16 12:31:05,C322,SH1408,R028,Apple,13.27,64,0.04,CLOSED,Ahmedabad,20.146163,72.607015,43,Weak,22.97,3.11,12.81
316,2026-07-16 12:31:05,C308,SH1326,R027,Onion,17.32,61,4.3,OPEN,Delhi,20.653962,71.411236,41,Medium,27.96,22.79,8.31
317,2026-07-16 12:31:05,C160,SH1695,R085,Strawberry,10.36,92,2.14,CLOSED,Ahmedabad,22.049605,73.944906,93,Medium,20.6,29.06,19.24
318,2026-07-16 12:31:05,C416,SH9725,R084,Mango,17.18,78,2.86,CLOSED,Mumbai,20.752393,73.114445,46,Weak,24.8,23.96,20.58
319,2026-07-16 12:31:05,C308,SH8333,R010,Avocado,7.04,74,5.28,OPEN,Surat,20.969296,70.799064,80,Weak,20.56,5.78,7.91
320,2026-07-16 12:31:06,C253,SH1424,R079,Potato,6.71,63,5.04,OPEN,Mumbai,20.92143,72.392925,62,Strong,20.17,27.09,10.22
321,2026-07-16 12:31:06,C287,SH8659,R081,Potato,8.53,64,0.35,CLOSED,Ahmedabad,20.805071,71.357087,77,Medium,19.13,27.73,11.69
322,2026-07-16 12:31:06,C028,SH8656,R010,Tomato,6.97,91,2.44,OPEN,Pune,21.428526,71.916306,82,Weak,39.56,9.91,2.37
323,2026-07-16 12:31:06,C193,SH8324,R067,Potato,3.59,67,5.45,CLOSED,Jaipur,23.884235,72.275732,90,Medium,32.51,2.36,17.29
324,2026-07-16 12:31:06,C331,SH1065,R063,Strawberry,6.76,67,5.9,OPEN,Surat,20.176112,72.651768,46,Medium,34.79,1.82,6.26
325,2026-07-16 12:31:07,C270,SH5028,R085,Mango,17.71,70,0.95,OPEN,Ahmedabad,20.358564,72.361949,100,Strong,28.96,36.01,6.27
326,2026-07-16 12:31:07,C164,SH5369,R055,Apple,7.01,87,3.54,OPEN,Pune,22.852442,72.239136,57,Weak,25.37,39.71,16.6
327,2026-07-16 12:31:07,C178,SH6227,R036,Tomato,16.34,95,1.8,CLOSED,Pune,22.841268,71.353117,69,Medium,30.73,31.95,4.41
328,2026-07-16 12:31:07,C379,SH1823,R023,Strawberry,6.51,75,3.99,CLOSED,Surat,22.026626,71.506981,73,Medium,34.44,12.63,18.63
329,2026-07-16 12:31:08,C487,SH7033,R042,Apple,13.61,73,0.56,OPEN,Delhi,22.77651,72.405311,88,Medium,34.16,16.46,22.09
330,2026-07-16 12:31:08,C358,SH2133,R010,Onion,5.93,69,0.38,CLOSED,Pune,23.391136,73.858947,52,Weak,40.31,38.2,0.33
331,2026-07-16 12:31:08,C418,SH9792,R087,Onion,13.1,92,2.63,CLOSED,Mumbai,21.019432,73.206824,78,Medium,20.82,33.1,0.07
332,2026-07-16 12:31:08,C188,SH9681,R077,Onion,7.55,86,4.07,CLOSED,Pune,21.842156,70.106023,41,Medium,23.15,36.08,17.24
333,2026-07-16 12:31:08,C291,SH2623,R082,Grapes,4.45,90,0.9,CLOSED,Jaipur,20.72976,73.260645,52,Strong,35.68,32.01,24.87
334,2026-07-16 12:31:09,C317,SH7414,R043,Avocado,5.5,95,5.5,OPEN,Ahmedabad,23.962701,71.104652,96,Weak,31.3,26.91,23.93
335,2026-07-16 12:31:09,C471,SH9643,R092,Orange,16.84,86,5.64,OPEN,Delhi,20.612158,71.931055,88,Weak,24.79,0.13,9.81
336,2026-07-16 12:31:09,C399,SH7029,R040,Avocado,4.04,91,5.55,CLOSED,Mumbai,23.055591,73.407214,90,Strong,35.32,19.23,4.14
337,2026-07-16 12:31:09,C048,SH8084,R092,Apple,4.55,71,3.8,OPEN,Pune,22.009634,70.501159,87,Medium,34.72,34.77,4.49
338,2026-07-16 12:31:09,C345,SH8235,R046,Grapes,4.03,78,4.34,OPEN,Pune,20.865163,73.590066,64,Weak,30.28,27.77,12.37
339,2026-07-16 12:31:10,C215,SH4766,R001,Tomato,14.37,89,3.97,CLOSED,Jaipur,20.32627,72.529795,67,Strong,38.16,37.31,18.13
340,2026-07-16 12:31:10,C403,SH5138,R051,Orange,4.21,61,5.02,CLOSED,Mumbai,21.917732,70.008698,90,Weak,39.2,21.74,22.76
341,2026-07-16 12:31:10,C382,SH2943,R079,Grapes,13.76,66,3.98,OPEN,Delhi,21.683905,70.600225,49,Weak,37.4,32.06,3.13
342,2026-07-16 12:31:10,C336,SH3014,R053,Mango,17.83,83,0.95,CLOSED,Surat,20.622544,72.150301,40,Weak,40.49,21.06,14.17
343,2026-07-16 12:31:10,C340,SH8909,R038,Avocado,4.93,85,1.38,OPEN,Mumbai,20.894145,72.735934,97,Medium,27.86,37.49,13.39
344,2026-07-16 12:31:11,C489,SH7788,R002,Potato,7.48,67,0.95,CLOSED,Surat,21.268623,73.614575,49,Strong,21.33,0.32,2.74
345,2026-07-16 12:31:11,C274,SH7693,R083,Apple,12.76,70,4.41,OPEN,Jaipur,22.112498,73.407253,48,Weak,36.45,4.86,19.28
346,2026-07-16 12:31:11,C477,SH4344,R069,Mango,17.56,75,2.89,CLOSED,Mumbai,20.465902,70.183121,78,Strong,21.68,31.08,19.19
347,2026-07-16 12:31:11,C433,SH4033,R005,Grapes,12.98,73,3.51,CLOSED,Pune,22.894871,71.733466,80,Strong,28.65,36.51,11.31
348,2026-07-16 12:31:11,C404,SH3407,R039,Orange,14.73,85,1.19,CLOSED,Surat,23.219146,72.561355,97,Strong,35.09,38.07,22.54
