sensor_id,timestamp,container_id,shipment_id,route_id,temperature_c,humidity_percent,vibration_level,door_status,gps_latitude,gps_longitude,battery_percent,network_signal
28133,2026-01-20 12:53:00,C207,SH04550,R058,10.3,76,3.0,OPEN,21.645405,70.203242,68,Medium
28134,2026-01-20 12:54:00,C065,SH02783,R026,13.5,69,7.6,CLOSED,22.510114,73.308002,58,Weak
28135,2026-01-20 12:55:00,C217,SH02556,R015,7.2,60,4.1,CLOSED,20.285414,71.624997,85,Strong
28136,2026-01-20 12:56:00,C033,SH04522,R020,2.3,89,4.3,OPEN,23.173098,72.62367,73,Medium
28137,2026-01-20 12:57:00,C193,SH04294,R044,3.5,65,4.8,OPEN,22.817988,71.611415,53,Medium
28138,2026-01-20 12:58:00,C094,SH02914,R017,9.6,82,2.9,CLOSED,21.809104,70.978907,92,Strong
28139,2026-01-20 12:59:00,C082,SH04997,R042,9.2,91,6.8,OPEN,21.752481,73.064101,43,Weak
28140,2026-01-20 13:00:00,C416,SH02254,R025,3.1,61,7.1,OPEN,23.725516,70.551549,67,Strong
28141,2026-01-20 13:01:00,C244,SH01096,R013,4.0,68,1.6,OPEN,21.008913,72.074194,51,Medium
28142,2026-01-20 13:02:00,C193,SH03541,R084,4.2,93,4.1,OPEN,20.443102,71.519337,95,Weak
28143,2026-01-20 13:03:00,C459,SH01047,R098,8.8,90,1.2,CLOSED,22.420133,71.619513,83,Weak
28144,2026-01-20 13:04:00,C207,SH04846,R007,2.4,87,5.4,CLOSED,21.608131,70.206481,43,Medium
28145,2026-01-20 13:05:00,C389,SH02810,R024,14.1,90,1.1,OPEN,21.848577,70.260413,31,Medium
28146,2026-01-20 13:06:00,C200,SH02670,R070,4.5,67,1.4,OPEN,20.941598,70.825017,47,Weak
28147,2026-01-20 13:07:00,C044,SH00974,R051,11.8,62,3.6,OPEN,21.732509,71.64522,33,Medium
28148,2026-01-20 13:08:00,C086,SH03390,R055,8.6,80,2.3,CLOSED,21.405845,72.040653,24,Medium
28149,2026-01-20 13:09:00,C217,SH00785,R023,11.7,83,3.7,CLOSED,21.361329,73.662186,34,Medium
28150,2026-01-20 13:10:00,C202,SH03078,R011,13.3,72,1.9,OPEN,23.781391,70.194291,61,Medium
28151,2026-01-20 13:11:00,C280,SH00049,R059,5.9,85,5.1,CLOSED,23.015515,73.207995,47,Medium
28152,2026-01-20 13:12:00,C387,SH02342,R010,14.6,69,2.7,OPEN,23.659847,71.550261,52,Strong
28153,2026-01-20 13:13:00,C155,SH03944,R078,9.1,82,3.4,CLOSED,20.988136,72.020867,83,Medium
28154,2026-01-20 13:14:00,C220,SH00093,R040,11.7,83,6.6,CLOSED,20.388223,71.577903,60,Medium
28155,2026-01-20 13:15:00,C020,SH00283,R006,12.5,63,1.5,CLOSED,22.634572,72.883901,20,Medium
28156,2026-01-20 13:16:00,C382,SH02464,R037,9.9,92,2.8,CLOSED,20.291668,73.194094,77,Weak
28157,2026-01-20 13:17:00,C400,SH01035,R036,5.6,75,4.4,CLOSED,21.938575,73.549736,55,Strong
28158,2026-01-20 13:18:00,C170,SH04325,R030,6.3,90,3.5,OPEN,20.165122,71.243989,65,Medium
28159,2026-01-20 13:19:00,C017,SH03772,R057,8.0,79,4.5,OPEN,22.906222,72.434224,43,Weak
28160,2026-01-20 13:20:00,C362,SH00419,R017,3.4,63,5.5,OPEN,22.154635,71.542127,23,Strong
28161,2026-01-20 13:21:00,C106,SH00046,R045,2.6,86,2.4,CLOSED,22.229945,71.621369,29,Weak
28162,2026-01-20 13:22:00,C340,SH03749,R062,12.7,68,1.2,OPEN,22.626628,70.243056,70,Strong
28163,2026-01-20 13:23:00,C012,SH00242,R085,2.3,79,1.8,OPEN,23.000474,72.820006,21,Medium
28164,2026-01-20 13:24:00,C290,SH04638,R062,4.3,82,3.3,OPEN,20.292626,70.793535,38,Medium
28165,2026-01-20 13:25:00,C151,SH03991,R006,2.3,78,2.6,OPEN,23.583745,73.550689,93,Weak
28166,2026-01-20 13:26:00,C018,SH04967,R086,5.6,83,3.9,CLOSED,23.803106,72.025559,20,Weak
28167,2026-01-20 13:27:00,C228,SH01702,R070,14.9,90,2.6,OPEN,23.506549,72.92562,73,Weak
28168,2026-01-20 13:28:00,C121,SH04791,R013,10.8,79,7.4,OPEN,22.594952,70.645395,67,Medium
28169,2026-01-20 13:29:00,C189,SH00483,R037,7.0,89,5.4,OPEN,22.277131,71.646921,52,Strong
28170,2026-01-20 13:30:00,C098,SH01467,R083,4.2,70,6.1,OPEN,20.069401,72.726786,91,Medium
28171,2026-01-20 13:31:00,C075,SH03575,R040,13.7,69,1.1,CLOSED,21.326637,73.26877,90,Medium
28172,2026-01-20 13:32:00,C252,SH00826,R035,5.8,61,7.6,OPEN,22.673506,71.517592,92,Medium
28173,2026-01-20 13:33:00,C413,SH02520,R031,12.2,65,1.5,OPEN,23.358435,72.931416,88,Weak
28174,2026-01-20 13:34:00,C169,SH03667,R064,13.0,86,5.5,CLOSED,22.431586,73.946386,87,Strong
28175,2026-01-20 13:35:00,C009,SH03187,R070,12.6,93,2.6,CLOSED,20.043064,73.816353,87,Medium
28176,2026-01-20 13:36:00,C419,SH02840,R038,10.8,62,2.4,CLOSED,21.266346,73.185595,57,Medium
28177,2026-01-20 13:37:00,C186,SH02180,R048,11.0,95,3.9,OPEN,21.373188,72.075375,57,Medium
28178,2026-01-20 13:38:00,C181,SH01001,R036,8.8,81,6.6,CLOSED,23.758788,70.552603,98,Medium
28179,2026-01-20 13:39:00,C424,SH04274,R014,4.6,87,3.4,CLOSED,21.476977,71.236719,88,Weak
28180,2026-01-20 13:40:00,C006,SH01311,R025,12.8,79,6.8,OPEN,22.899979,72.857041,81,Weak
28181,2026-01-20 13:41:00,C116,SH00545,R053,4.4,78,6.6,CLOSED,23.971499,71.505511,86,Weak
28182,2026-01-20 13:42:00,C168,SH02217,R031,4.5,88,7.9,CLOSED,22.810367,72.330352,28,Medium
28183,2026-01-20 13:43:00,C494,SH01380,R087,5.2,93,1.4,OPEN,20.539635,71.558521,31,Weak
28184,2026-01-20 13:44:00,C062,SH00187,R004,4.6,77,1.7,CLOSED,20.914201,71.808568,23,Weak
28185,2026-01-20 13:45:00,C481,SH01309,R077,12.6,83,7.8,CLOSED,20.760202,73.194871,97,Strong
28186,2026-01-20 13:46:00,C184,SH03958,R088,5.4,89,4.0,CLOSED,20.116983,73.585265,25,Weak
28187,2026-01-20 13:47:00,C088,SH03934,R018,7.1,89,2.7,CLOSED,20.520517,72.922049,40,Weak
28188,2026-01-20 13:48:00,C045,SH02840,R009,3.8,92,4.8,OPEN,21.254335,70.328711,24,Medium
28189,2026-01-20 13:49:00,C141,SH02989,R081,14.3,62,3.5,CLOSED,21.309194,73.107088,67,Medium
28190,2026-01-20 13:50:00,C154,SH01371,R032,4.7,88,6.8,OPEN,21.789996,71.868934,87,Strong
28191,2026-01-20 13:51:00,C161,SH01990,R089,12.9,95,4.8,OPEN,23.992837,70.779502,59,Medium
28192,2026-01-20 13:52:00,C244,SH03647,R083,14.5,67,7.4,CLOSED,20.629724,73.780884,97,Weak
28193,2026-01-20 13:53:00,C047,SH04801,R086,9.8,90,1.8,CLOSED,23.076299,71.309944,78,Medium
28194,2026-01-20 13:54:00,C232,SH04672,R055,14.6,82,1.2,CLOSED,23.815652,73.852989,49,Medium
28195,2026-01-20 13:55:00,C174,SH00842,R095,10.9,92,7.3,CLOSED,20.125708,72.268651,44,Strong
28196,2026-01-20 13:56:00,C161,SH01033,R010,14.7,62,6.4,CLOSED,20.311788,71.215504,62,Weak
28197,2026-01-20 13:57:00,C463,SH00470,R091,5.2,81,1.3,OPEN,22.104465,71.025191,22,Weak
28198,2026-01-20 13:58:00,C227,SH04364,R095,12.7,88,4.7,CLOSED,22.00093,70.581797,85,Weak
28199,2026-01-20 13:59:00,C149,SH01572,R031,12.3,60,2.9,CLOSED,23.181387,71.846497,92,Strong
28200,2026-01-20 14:00:00,C296,SH02911,R006,2.1,77,4.5,CLOSED,21.37789,72.671163,87,Weak
28201,2026-01-20 14:01:00,C162,SH03231,R084,4.9,92,1.6,CLOSED,21.679727,73.944887,60,Weak
28202,2026-01-20 14:02:00,C164,SH00635,R041,12.8,85,7.4,CLOSED,21.205022,70.704197,34,Weak
28203,2026-01-20 14:03:00,C262,SH03319,R030,8.6,93,4.9,CLOSED,20.660593,72.186426,71,Strong
28204,2026-01-20 14:04:00,C045,SH03471,R019,5.9,94,7.7,OPEN,21.001635,71.598536,57,Weak
28205,2026-01-20 14:05:00,C077,SH01713,R001,8.4,78,2.3,CLOSED,21.861703,71.526593,73,Medium
28206,2026-01-20 14:06:00,C052,SH02299,R091,7.6,90,6.6,OPEN,20.062758,73.166968,76,Medium
28207,2026-01-20 14:07:00,C344,SH00501,R070,11.7,73,7.3,CLOSED,20.47043,71.186248,37,Strong
28208,2026-01-20 14:08:00,C396,SH03968,R069,10.1,75,3.4,CLOSED,22.564214,72.063017,72,Weak
28209,2026-01-20 14:09:00,C277,SH01874,R041,10.8,73,2.1,CLOSED,22.378783,73.277583,64,Medium
28210,2026-01-20 14:10:00,C187,SH01105,R036,12.2,73,1.8,OPEN,20.78713,72.554942,80,Medium
28211,2026-01-20 14:11:00,C397,SH00619,R016,4.2,90,7.4,OPEN,20.470457,70.606088,92,Strong
28212,2026-01-20 14:12:00,C495,SH02556,R004,4.4,81,2.2,OPEN,23.481338,70.634841,31,Weak
28213,2026-01-20 14:13:00,C403,SH03057,R053,8.0,73,1.5,CLOSED,23.05688,72.043035,23,Weak
28214,2026-01-20 14:14:00,C020,SH00521,R033,8.8,60,5.2,OPEN,21.814163,70.332653,59,Medium
28215,2026-01-20 14:15:00,C114,SH02149,R037,4.0,81,7.6,CLOSED,23.903698,71.68299,89,Weak
28216,2026-01-20 14:16:00,C478,SH02378,R041,2.8,65,7.7,OPEN,22.895981,70.536245,38,Weak
28217,2026-01-20 14:17:00,C103,SH01023,R054,2.4,76,7.8,CLOSED,23.822936,73.417048,68,Weak
28218,2026-01-20 14:18:00,C224,SH04188,R070,7.2,62,6.2,OPEN,22.196098,71.903899,70,Weak
28219,2026-01-20 14:19:00,C311,SH00703,R099,11.8,73,4.2,OPEN,23.233118,71.595633,29,Weak
28220,2026-01-20 14:20:00,C467,SH02431,R041,12.0,61,5.5,OPEN,21.753942,73.75138,55,Weak
28221,2026-01-20 14:21:00,C123,SH00097,R055,10.3,65,4.6,OPEN,21.98355,70.546246,82,Strong
28222,2026-01-20 14:22:00,C389,SH04739,R026,7.0,93,4.3,CLOSED,20.698592,71.533503,50,Medium
28223,2026-01-20 14:23:00,C042,SH03681,R069,2.4,75,5.1,OPEN,22.832168,72.98301,33,Weak
28224,2026-01-20 14:24:00,C176,SH03706,R080,6.4,93,8.0,OPEN,21.635859,72.174967,100,Weak
28225,2026-01-20 14:25:00,C130,SH03219,R010,6.4,75,5.8,CLOSED,22.688548,70.508287,57,Strong
28226,2026-01-20 14:26:00,C189,SH01866,R013,9.3,62,5.2,OPEN,22.309562,70.170453,91,Strong
28227,2026-01-20 14:27:00,C341,SH04417,R089,13.4,72,7.2,OPEN,21.445655,70.562222,30,Weak
28228,2026-01-20 14:28:00,C460,SH04798,R069,13.2,85,1.9,OPEN,23.155374,73.630643,96,Medium
28229,2026-01-20 14:29:00,C400,SH03068,R009,14.3,93,1.1,CLOSED,22.385301,70.192332,66,Strong
28230,2026-01-20 14:30:00,C399,SH00188,R062,11.6,70,7.9,OPEN,21.512444,72.114827,35,Strong
28231,2026-01-20 14:31:00,C130,SH03491,R054,7.2,89,2.9,OPEN,20.927679,70.157622,29,Weak
28232,2026-01-20 14:32:00,C282,SH04020,R096,9.4,80,6.2,OPEN,23.938841,72.532527,50,Strong
28233,2026-01-20 14:33:00,C461,SH01595,R055,3.0,81,4.0,CLOSED,20.112031,72.008791,87,Strong
28234,2026-01-20 14:34:00,C065,SH03402,R078,8.9,95,7.6,OPEN,23.207802,73.030138,22,Medium
28235,2026-01-20 14:35:00,C054,SH01057,R037,11.1,70,5.4,CLOSED,23.281933,72.321501,48,Medium
28236,2026-01-20 14:36:00,C202,SH01291,R083,5.4,72,4.6,CLOSED,20.798211,71.868083,23,Weak
28237,2026-01-20 14:37:00,C218,SH00585,R032,7.2,71,4.2,CLOSED,22.739932,72.184757,86,Strong
28238,2026-01-20 14:38:00,C174,SH04048,R098,8.3,80,1.4,OPEN,21.948337,73.457688,25,Medium
28239,2026-01-20 14:39:00,C229,SH03474,R086,2.7,92,4.1,CLOSED,23.97673,72.485446,79,Weak
28240,2026-01-20 14:40:00,C395,SH00024,R011,11.6,68,6.6,OPEN,21.700105,71.302529,58,Strong
28241,2026-01-20 14:41:00,C063,SH01035,R042,8.0,91,7.0,CLOSED,21.738003,73.694358,21,Medium
28242,2026-01-20 14:42:00,C179,SH03860,R035,9.3,70,2.8,CLOSED,23.341962,73.061174,30,Medium
28243,2026-01-20 14:43:00,C458,SH04808,R077,2.1,60,7.3,CLOSED,20.852617,73.213252,30,Weak
28244,2026-01-20 14:44:00,C422,SH02654,R006,10.8,92,3.2,OPEN,23.721958,70.428903,79,Weak
28245,2026-01-20 14:45:00,C001,SH01050,R048,12.4,91,5.7,CLOSED,20.245741,73.119337,56,Medium
28246,2026-01-20 14:46:00,C217,SH01226,R075,7.3,74,5.0,OPEN,22.880846,70.280559,52,Strong
28247,2026-01-20 14:47:00,C096,SH01274,R073,6.7,88,6.7,OPEN,21.37422,73.025864,62,Weak
28248,2026-01-20 14:48:00,C202,SH02710,R004,4.1,92,4.5,OPEN,23.453916,70.987646,48,Weak
28249,2026-01-20 14:49:00,C432,SH01074,R053,14.9,83,5.8,OPEN,23.286503,71.299129,22,Weak
28250,2026-01-20 14:50:00,C318,SH04111,R031,10.4,79,1.8,OPEN,23.88068,71.266202,25,Medium
28251,2026-01-20 14:51:00,C351,SH03945,R002,5.1,82,6.4,OPEN,20.046065,73.98703,65,Medium
28252,2026-01-20 14:52:00,C037,SH03375,R049,13.0,88,5.6,CLOSED,23.303429,72.30927,30,Medium
28253,2026-01-20 14:53:00,C438,SH03851,R076,4.6,95,3.2,CLOSED,22.031962,72.910257,43,Strong
28254,2026-01-20 14:54:00,C130,SH00364,R055,3.1,91,3.9,OPEN,22.347377,72.670607,94,Strong
28255,2026-01-20 14:55:00,C014,SH00772,R046,10.9,87,8.0,CLOSED,23.714136,73.745634,68,Strong
28256,2026-01-20 14:56:00,C150,SH04696,R100,14.9,62,1.8,OPEN,20.07676,73.423908,45,Strong
28257,2026-01-20 14:57:00,C220,SH03252,R044,4.1,89,2.5,OPEN,20.689399,73.991348,56,Strong
28258,2026-01-20 14:58:00,C143,SH03602,R064,9.0,62,5.9,OPEN,22.368831,73.682326,22,Medium
28259,2026-01-20 14:59:00,C248,SH02325,R025,8.7,62,3.4,CLOSED,20.198786,72.358113,47,Medium
28260,2026-01-20 15:00:00,C237,SH04464,R057,12.0,87,5.5,CLOSED,22.533925,73.677829,98,Medium
28261,2026-01-20 15:01:00,C228,SH03119,R080,9.7,71,7.6,CLOSED,22.670984,70.392121,88,Strong
28262,2026-01-20 15:02:00,C462,SH03216,R052,14.2,82,6.7,OPEN,20.693539,72.191152,45,Strong
28263,2026-01-20 15:03:00,C456,SH03744,R001,4.3,79,4.7,CLOSED,20.747119,72.650707,35,Medium
28264,2026-01-20 15:04:00,C277,SH02696,R048,10.8,86,1.3,OPEN,22.815889,71.33796,24,Weak
28265,2026-01-20 15:05:00,C243,SH02659,R088,10.1,83,3.6,CLOSED,20.907243,72.083058,63,Medium
28266,2026-01-20 15:06:00,C151,SH01791,R006,9.1,70,4.0,OPEN,20.639981,71.464989,37,Strong
28267,2026-01-20 15:07:00,C303,SH04804,R051,13.5,82,5.4,OPEN,21.975916,71.599906,75,Medium
28268,2026-01-20 15:08:00,C373,SH04745,R094,14.0,88,4.1,CLOSED,20.076463,73.264757,68,Strong
28269,2026-01-20 15:09:00,C048,SH01252,R009,4.1,91,7.7,OPEN,21.435039,72.12475,38,Medium
28270,2026-01-20 15:10:00,C433,SH03776,R005,5.1,93,2.1,OPEN,20.08751,72.039853,55,Medium
28271,2026-01-20 15:11:00,C324,SH01105,R048,3.0,73,4.7,CLOSED,21.425239,73.899364,48,Strong
28272,2026-01-20 15:12:00,C248,SH03147,R064,4.3,89,2.7,OPEN,20.669476,72.611985,100,Weak
28273,2026-01-20 15:13:00,C122,SH03149,R015,12.3,72,3.2,OPEN,21.597758,70.264126,99,Strong
28274,2026-01-20 15:14:00,C458,SH01628,R031,5.4,92,4.6,OPEN,22.672933,72.707318,65,Weak
28275,2026-01-20 15:15:00,C029,SH03041,R092,14.3,76,2.0,OPEN,20.637521,71.540988,56,Weak
28276,2026-01-20 15:16:00,C345,SH04091,R068,12.3,76,4.9,CLOSED,23.207254,73.703562,92,Medium
28277,2026-01-20 15:17:00,C311,SH03320,R019,2.8,71,3.2,OPEN,23.03376,70.430702,86,Weak
28278,2026-01-20 15:18:00,C288,SH02886,R019,4.1,61,7.6,CLOSED,20.353413,72.668455,72,Weak
28279,2026-01-20 15:19:00,C297,SH03701,R053,3.9,94,7.8,CLOSED,20.532858,72.914813,87,Weak
28280,2026-01-20 15:20:00,C441,SH00017,R051,4.8,79,1.5,CLOSED,23.077665,73.891227,24,Strong
28281,2026-01-20 15:21:00,C124,SH01951,R069,4.1,61,7.4,OPEN,21.486275,73.983248,26,Weak
28282,2026-01-20 15:22:00,C239,SH02340,R078,9.8,60,1.4,OPEN,21.558844,73.259719,33,Weak
28283,2026-01-20 15:23:00,C243,SH02722,R051,5.7,65,5.3,OPEN,22.40389,70.835719,34,Strong
28284,2026-01-20 15:24:00,C482,SH03787,R032,5.8,70,5.2,OPEN,21.775528,72.133832,54,Weak
28285,2026-01-20 15:25:00,C089,SH04316,R028,13.3,64,1.9,OPEN,20.176776,72.040181,59,Weak
28286,2026-01-20 15:26:00,C294,SH02780,R078,6.9,71,1.5,OPEN,22.291035,72.459231,65,Strong
28287,2026-01-20 15:27:00,C157,SH00020,R014,9.8,81,1.2,OPEN,20.100204,71.641094,68,Medium
28288,2026-01-20 15:28:00,C415,SH01979,R031,13.6,78,7.4,OPEN,22.655847,72.55591,44,Weak
28289,2026-01-20 15:29:00,C358,SH00172,R069,5.0,95,1.6,OPEN,20.155666,72.682027,40,Weak
28290,2026-01-20 15:30:00,C374,SH04872,R049,8.4,87,7.9,OPEN,22.538405,73.666108,76,Medium
28291,2026-01-20 15:31:00,C410,SH02729,R095,11.4,82,4.9,OPEN,23.854646,73.548209,56,Strong
28292,2026-01-20 15:32:00,C030,SH02131,R062,8.0,83,7.2,OPEN,23.762196,72.449201,27,Strong
28293,2026-01-20 15:33:00,C305,SH03830,R036,5.0,94,5.6,OPEN,21.812378,73.480065,74,Medium
28294,2026-01-20 15:34:00,C116,SH02916,R061,14.6,76,5.6,CLOSED,23.755851,73.659625,62,Medium
28295,2026-01-20 15:35:00,C381,SH03640,R075,9.8,76,4.6,CLOSED,23.115072,71.882291,68,Weak
28296,2026-01-20 15:36:00,C086,SH01603,R041,2.4,89,3.8,OPEN,20.898683,71.133155,98,Strong
28297,2026-01-20 15:37:00,C140,SH04725,R039,13.6,72,5.0,CLOSED,23.421818,71.739215,51,Weak
28298,2026-01-20 15:38:00,C194,SH01356,R051,3.4,79,5.7,CLOSED,23.624084,71.604291,37,Weak
28299,2026-01-20 15:39:00,C098,SH03912,R038,6.4,81,6.2,OPEN,20.652208,71.221772,58,Strong
28300,2026-01-20 15:40:00,C086,SH01713,R097,10.7,82,3.4,CLOSED,20.665842,73.352374,54,Weak
28301,2026-01-20 15:41:00,C253,SH00245,R039,7.7,93,4.1,OPEN,21.991441,71.1552,94,Weak
28302,2026-01-20 15:42:00,C241,SH00097,R039,13.1,79,6.1,OPEN,20.944467,72.693937,84,Weak
28303,2026-01-20 15:43:00,C120,SH01981,R021,6.4,88,2.9,CLOSED,21.816869,72.634217,86,Medium
28304,2026-01-20 15:44:00,C433,SH02837,R024,7.2,71,2.6,CLOSED,23.577393,70.21521,54,Strong
28305,2026-01-20 15:45:00,C193,SH00408,R089,3.8,66,4.3,CLOSED,21.747709,73.364388,82,Weak
28306,2026-01-20 15:46:00,C266,SH03166,R059,5.0,85,1.1,OPEN,23.765038,71.236183,50,Medium
28307,2026-01-20 15:47:00,C317,SH03485,R011,4.0,71,1.4,CLOSED,22.396108,73.827493,41,Strong
28308,2026-01-20 15:48:00,C442,SH04083,R073,10.6,76,5.4,CLOSED,23.197607,73.983228,100,Strong
28309,2026-01-20 15:49:00,C179,SH03478,R032,3.3,95,7.3,CLOSED,21.580097,72.177637,93,Medium
28310,2026-01-20 15:50:00,C326,SH03384,R083,3.0,87,5.1,CLOSED,23.193174,72.975289,43,Strong
28311,2026-01-20 15:51:00,C161,SH04049,R071,12.8,62,2.1,OPEN,21.964468,72.205706,81,Medium
28312,2026-01-20 15:52:00,C466,SH01567,R053,10.4,70,7.0,CLOSED,23.089299,72.378378,24,Strong
28313,2026-01-20 15:53:00,C451,SH00515,R049,9.8,77,4.9,OPEN,23.020275,73.328794,80,Strong
28314,2026-01-20 15:54:00,C423,SH04339,R037,13.0,78,6.5,CLOSED,21.607411,70.559066,56,Weak
28315,2026-01-20 15:55:00,C061,SH03439,R037,9.7,77,3.2,OPEN,22.170418,73.97104,63,Strong
28316,2026-01-20 15:56:00,C420,SH03615,R028,4.0,92,7.1,CLOSED,20.620303,71.17147,63,Strong
28317,2026-01-20 15:57:00,C023,SH00944,R082,13.2,80,1.4,CLOSED,21.203744,73.514009,70,Weak
28318,2026-01-20 15:58:00,C171,SH02180,R010,2.2,68,1.4,OPEN,21.103888,71.404654,93,Weak
28319,2026-01-20 15:59:00,C003,SH00267,R092,9.5,63,1.8,CLOSED,21.646894,71.221565,41,Medium
28320,2026-01-20 16:00:00,C343,SH00437,R038,8.0,70,6.5,CLOSED,23.872445,73.479616,22,Weak
28321,2026-01-20 16:01:00,C417,SH00818,R067,9.9,74,5.0,OPEN,23.706131,71.459753,47,Weak
28322,2026-01-20 16:02:00,C074,SH03477,R052,7.2,77,2.9,OPEN,21.256012,72.651688,100,Weak
28323,2026-01-20 16:03:00,C196,SH02036,R030,5.1,69,6.3,CLOSED,20.209331,72.340024,90,Medium
28324,2026-01-20 16:04:00,C004,SH04748,R042,4.0,70,4.1,OPEN,23.511847,73.847021,59,Strong
28325,2026-01-20 16:05:00,C050,SH00703,R006,13.9,95,7.3,OPEN,20.840644,73.699051,90,Medium
28326,2026-01-20 16:06:00,C492,SH01996,R057,7.8,78,2.1,CLOSED,20.694968,70.958337,29,Strong
28327,2026-01-20 16:07:00,C397,SH02870,R039,11.9,80,2.1,OPEN,21.354699,72.62734,35,Strong
28328,2026-01-20 16:08:00,C147,SH04879,R092,11.7,68,5.0,OPEN,20.598135,71.950352,91,Strong
28329,2026-01-20 16:09:00,C458,SH04084,R070,8.5,90,2.5,OPEN,20.331002,73.626357,49,Medium
28330,2026-01-20 16:10:00,C154,SH03598,R025,14.9,60,2.4,OPEN,22.194645,73.846763,73,Strong
28331,2026-01-20 16:11:00,C191,SH02501,R059,14.8,79,5.0,CLOSED,23.248379,73.874195,92,Strong
28332,2026-01-20 16:12:00,C283,SH03576,R038,8.6,78,2.0,OPEN,23.9884,73.341737,75,Medium
28333,2026-01-20 16:13:00,C109,SH04959,R079,4.6,91,6.4,CLOSED,22.778158,71.348761,21,Strong
28334,2026-01-20 16:14:00,C439,SH04404,R036,4.7,67,4.0,CLOSED,21.634713,70.162822,67,Strong
28335,2026-01-20 16:15:00,C457,SH01689,R026,6.9,83,5.2,CLOSED,21.181511,72.210826,68,Medium
28336,2026-01-20 16:16:00,C401,SH02918,R067,2.6,73,6.0,CLOSED,20.266087,73.4519,45,Weak
28337,2026-01-20 16:17:00,C422,SH02811,R029,14.6,91,7.4,OPEN,22.076859,72.397629,93,Weak
28338,2026-01-20 16:18:00,C143,SH01421,R074,14.7,60,4.1,CLOSED,23.587838,70.020557,93,Medium
28339,2026-01-20 16:19:00,C227,SH04635,R065,10.8,64,4.7,CLOSED,21.160185,71.785801,35,Weak
28340,2026-01-20 16:20:00,C194,SH02196,R088,4.7,92,5.2,CLOSED,21.411385,72.222903,39,Medium
28341,2026-01-20 16:21:00,C067,SH04925,R081,14.6,70,1.9,CLOSED,20.709922,71.880662,42,Strong
28342,2026-01-20 16:22:00,C080,SH04854,R095,3.1,71,2.1,CLOSED,23.177057,72.847725,76,Strong
28343,2026-01-20 16:23:00,C165,SH03140,R031,2.0,81,1.9,OPEN,20.95781,71.739148,31,Strong
28344,2026-01-20 16:24:00,C380,SH04173,R002,5.4,91,7.1,OPEN,20.795153,72.350493,23,Weak
28345,2026-01-20 16:25:00,C410,SH00401,R080,14.6,70,6.8,CLOSED,21.926905,72.420094,89,Medium
28346,2026-01-20 16:26:00,C234,SH01504,R047,4.7,94,7.4,CLOSED,23.091148,70.47068,96,Medium
28347,2026-01-20 16:27:00,C356,SH02871,R018,6.1,94,5.0,CLOSED,20.622129,72.715176,46,Weak
28348,2026-01-20 16:28:00,C265,SH01091,R003,11.0,91,6.0,OPEN,21.666461,71.052285,70,Strong
28349,2026-01-20 16:29:00,C009,SH02599,R068,8.9,91,7.3,CLOSED,22.057139,72.725698,29,Strong
28350,2026-01-20 16:30:00,C479,SH01249,R039,13.1,83,4.3,OPEN,20.613206,73.513904,43,Medium
28351,2026-01-20 16:31:00,C293,SH02474,R079,10.3,68,2.7,OPEN,20.532725,70.994836,30,Strong
28352,2026-01-20 16:32:00,C208,SH04220,R072,13.0,63,6.8,OPEN,23.682704,71.437375,49,Medium
28353,2026-01-20 16:33:00,C488,SH03499,R081,7.1,79,3.4,OPEN,22.327365,72.610095,71,Weak
28354,2026-01-20 16:34:00,C454,SH04056,R061,7.9,62,8.0,CLOSED,20.2649,72.33837,79,Strong
28355,2026-01-20 16:35:00,C300,SH03441,R067,8.3,70,4.8,OPEN,21.952531,72.122233,32,Medium
28356,2026-01-20 16:36:00,C314,SH02045,R019,10.1,69,1.9,CLOSED,23.294438,72.392008,21,Strong
28357,2026-01-20 16:37:00,C021,SH02686,R080,5.0,91,2.9,CLOSED,21.990572,70.543319,84,Strong
28358,2026-01-20 16:38:00,C361,SH01169,R039,7.7,76,2.1,CLOSED,22.182996,72.381407,64,Medium
28359,2026-01-20 16:39:00,C285,SH01918,R095,7.2,92,1.7,OPEN,22.249665,73.93337,41,Medium
28360,2026-01-20 16:40:00,C260,SH03966,R065,4.9,83,3.1,CLOSED,23.937032,72.801612,20,Strong
28361,2026-01-20 16:41:00,C263,SH02760,R066,12.1,66,3.7,OPEN,21.521696,72.061598,95,Medium
28362,2026-01-20 16:42:00,C102,SH02227,R005,5.6,91,1.4,OPEN,21.94161,73.474577,70,Weak
28363,2026-01-20 16:43:00,C170,SH03456,R095,5.3,69,7.5,CLOSED,22.9455,73.533736,67,Medium
28364,2026-01-20 16:44:00,C385,SH02721,R047,11.2,71,1.3,CLOSED,20.331778,71.245874,32,Strong
28365,2026-01-20 16:45:00,C190,SH03454,R006,2.4,89,7.8,OPEN,22.063606,70.425677,53,Medium
28366,2026-01-20 16:46:00,C192,SH02597,R004,5.6,75,3.4,CLOSED,22.818044,71.722648,78,Strong
28367,2026-01-20 16:47:00,C230,SH04400,R016,10.7,83,4.1,OPEN,21.714437,70.738962,78,Weak
28368,2026-01-20 16:48:00,C440,SH03940,R075,2.4,72,4.0,CLOSED,22.70092,70.755783,93,Medium
28369,2026-01-20 16:49:00,C179,SH02470,R006,3.5,83,6.4,CLOSED,22.655989,73.047697,50,Weak
28370,2026-01-20 16:50:00,C333,SH01983,R071,3.5,61,1.5,CLOSED,20.245022,71.539635,30,Medium
