shipment_id,container_id,product_id,quantity_kg,origin_city,destination_city,dispatch_time,expected_delivery,driver_id,transport_company
SH01056,C354,AVO001,1236,Jaipur,Nagpur,2026-02-14 00:00:00,2026-02-14 21:00:00,D0463,FastMove
SH01057,C115,AVO001,701,Pune,Nagpur,2026-02-14 01:00:00,2026-02-15 04:00:00,D0463,TransGo
SH01058,C469,AVO001,1456,Surat,Mumbai,2026-02-14 02:00:00,2026-02-14 12:00:00,D0411,FastMove
SH01059,C386,AVO001,1044,Ahmedabad,Indore,2026-02-14 03:00:00,2026-02-15 05:00:00,D0686,TransGo
SH01060,C184,AVO001,1718,Jaipur,Nagpur,2026-02-14 04:00:00,2026-02-15 04:00:00,D0116,TransGo
SH01061,C007,AVO001,986,Indore,Jaipur,2026-02-14 05:00:00,2026-02-14 21:00:00,D0629,FastMove
SH01062,C044,AVO001,832,Jaipur,Mumbai,2026-02-14 06:00:00,2026-02-15 15:00:00,D0053,BlueLog
SH01063,C436,AVO001,1206,Pune,Pune,2026-02-14 07:00:00,2026-02-15 18:00:00,D0298,TransGo
SH01064,C060,AVO001,979,Surat,Jaipur,2026-02-14 08:00:00,2026-02-15 01:00:00,D0161,BlueLog
SH01065,C431,AVO001,1687,Pune,Bengaluru,2026-02-14 09:00:00,2026-02-15 03:00:00,D0562,BlueLog
SH01066,C063,AVO001,1184,Indore,Ahmedabad,2026-02-14 10:00:00,2026-02-15 03:00:00,D0640,TransGo
SH01067,C408,AVO001,580,Bengaluru,Ahmedabad,2026-02-14 11:00:00,2026-02-15 00:00:00,D0339,TransGo
SH01068,C260,AVO001,890,Ahmedabad,Jaipur,2026-02-14 12:00:00,2026-02-14 23:00:00,D0335,TransGo
SH01069,C291,AVO001,1942,Vadodara,Pune,2026-02-14 13:00:00,2026-02-14 21:00:00,D0772,TransGo
SH01070,C353,AVO001,1966,Nagpur,Vadodara,2026-02-14 14:00:00,2026-02-15 10:00:00,D0553,FastMove
SH01071,C207,AVO001,630,Delhi,Delhi,2026-02-14 15:00:00,2026-02-15 03:00:00,D0266,FastMove
SH01072,C311,AVO001,1403,Pune,Indore,2026-02-14 16:00:00,2026-02-15 06:00:00,D0393,FastMove
SH01073,C048,AVO001,1405,Mumbai,Nagpur,2026-02-14 17:00:00,2026-02-15 06:00:00,D0264,FastMove
SH01074,C441,AVO001,1340,Vadodara,Vadodara,2026-02-14 18:00:00,2026-02-15 08:00:00,D0366,TransGo
SH01075,C359,AVO001,766,Bengaluru,Ahmedabad,2026-02-14 19:00:00,2026-02-15 20:00:00,D0659,BlueLog
SH01076,C422,AVO001,1382,Ahmedabad,Vadodara,2026-02-14 20:00:00,2026-02-16 04:00:00,D0548,TransGo
SH01077,C466,AVO001,1860,Ahmedabad,Pune,2026-02-14 21:00:00,2026-02-16 02:00:00,D0578,TransGo
SH01078,C035,AVO001,1190,Surat,Indore,2026-02-14 22:00:00,2026-02-15 14:00:00,D0654,TransGo
SH01079,C030,AVO001,1859,Surat,Bengaluru,2026-02-14 23:00:00,2026-02-15 14:00:00,D0038,TransGo
SH01080,C182,AVO001,690,Pune,Pune,2026-02-15 00:00:00,2026-02-15 14:00:00,D0193,TransGo
SH01081,C313,AVO001,588,Nagpur,Bengaluru,2026-02-15 01:00:00,2026-02-16 12:00:00,D0628,TransGo
SH01082,C322,AVO001,1558,Surat,Jaipur,2026-02-15 02:00:00,2026-02-16 01:00:00,D0799,TransGo
SH01083,C031,AVO001,1608,Ahmedabad,Nagpur,2026-02-15 03:00:00,2026-02-15 18:00:00,D0678,BlueLog
SH01084,C418,AVO001,1165,Jaipur,Pune,2026-02-15 04:00:00,2026-02-15 13:00:00,D0528,TransGo
SH01085,C198,AVO001,1124,Delhi,Surat,2026-02-15 05:00:00,2026-02-16 03:00:00,D0350,FastMove
SH01086,C225,AVO001,1521,Indore,Delhi,2026-02-15 06:00:00,2026-02-16 13:00:00,D0671,BlueLog
SH01087,C224,AVO001,624,Nagpur,Delhi,2026-02-15 07:00:00,2026-02-15 23:00:00,D0583,BlueLog
SH01088,C016,AVO001,1286,Pune,Indore,2026-02-15 08:00:00,2026-02-15 22:00:00,D0400,TransGo
SH01089,C313,AVO001,1989,Indore,Pune,2026-02-15 09:00:00,2026-02-16 00:00:00,D0527,BlueLog
SH01090,C428,AVO001,1759,Pune,Jaipur,2026-02-15 10:00:00,2026-02-16 08:00:00,D0768,TransGo
SH01091,C330,AVO001,1976,Surat,Ahmedabad,2026-02-15 11:00:00,2026-02-15 20:00:00,D0581,TransGo
SH01092,C204,AVO001,650,Nagpur,Jaipur,2026-02-15 12:00:00,2026-02-15 20:00:00,D0145,BlueLog
SH01093,C353,AVO001,1318,Delhi,Ahmedabad,2026-02-15 13:00:00,2026-02-16 00:00:00,D0671,FastMove
SH01094,C458,AVO001,1148,Surat,Bengaluru,2026-02-15 14:00:00,2026-02-16 00:00:00,D0207,FastMove
SH01095,C486,AVO001,1220,Surat,Jaipur,2026-02-15 15:00:00,2026-02-16 17:00:00,D0314,FastMove
SH01096,C151,AVO001,1832,Nagpur,Pune,2026-02-15 16:00:00,2026-02-16 23:00:00,D0173,TransGo
SH01097,C291,AVO001,774,Surat,Bengaluru,2026-02-15 17:00:00,2026-02-16 01:00:00,D0447,BlueLog
SH01098,C407,AVO001,954,Indore,Mumbai,2026-02-15 18:00:00,2026-02-16 02:00:00,D0447,BlueLog
SH01099,C282,AVO001,1089,Nagpur,Indore,2026-02-15 19:00:00,2026-02-17 02:00:00,D0683,BlueLog
SH01100,C413,AVO001,1769,Bengaluru,Jaipur,2026-02-15 20:00:00,2026-02-16 10:00:00,D0726,FastMove
SH01101,C163,AVO001,735,Mumbai,Nagpur,2026-02-15 21:00:00,2026-02-16 08:00:00,D0496,BlueLog
SH01102,C404,AVO001,1637,Jaipur,Delhi,2026-02-15 22:00:00,2026-02-16 23:00:00,D0057,BlueLog
SH01103,C238,AVO001,1047,Surat,Bengaluru,2026-02-15 23:00:00,2026-02-16 17:00:00,D0741,FastMove
SH01104,C065,AVO001,1136,Indore,Surat,2026-02-16 00:00:00,2026-02-16 12:00:00,D0296,TransGo
SH01105,C435,AVO001,732,Bengaluru,Mumbai,2026-02-16 01:00:00,2026-02-17 05:00:00,D0084,FastMove
SH01106,C221,AVO001,1540,Mumbai,Jaipur,2026-02-16 02:00:00,2026-02-16 21:00:00,D0574,TransGo
SH01107,C087,AVO001,1935,Bengaluru,Indore,2026-02-16 03:00:00,2026-02-17 02:00:00,D0735,TransGo
SH01108,C361,AVO001,1744,Nagpur,Jaipur,2026-02-16 04:00:00,2026-02-16 21:00:00,D0770,FastMove
SH01109,C240,AVO001,995,Ahmedabad,Bengaluru,2026-02-16 05:00:00,2026-02-17 14:00:00,D0551,BlueLog
SH01110,C068,AVO001,627,Vadodara,Surat,2026-02-16 06:00:00,2026-02-17 14:00:00,D0453,FastMove
SH01111,C494,AVO001,1866,Pune,Ahmedabad,2026-02-16 07:00:00,2026-02-17 00:00:00,D0559,FastMove
SH01112,C075,AVO001,674,Pune,Nagpur,2026-02-16 08:00:00,2026-02-16 18:00:00,D0676,BlueLog
SH01113,C088,AVO001,1334,Pune,Ahmedabad,2026-02-16 09:00:00,2026-02-17 17:00:00,D0432,FastMove
SH01114,C174,AVO001,1851,Pune,Nagpur,2026-02-16 10:00:00,2026-02-17 01:00:00,D0425,FastMove
SH01115,C382,AVO001,523,Ahmedabad,Pune,2026-02-16 11:00:00,2026-02-17 15:00:00,D0300,BlueLog
SH01116,C058,AVO001,962,Bengaluru,Surat,2026-02-16 12:00:00,2026-02-17 09:00:00,D0605,BlueLog
SH01117,C266,AVO001,569,Pune,Bengaluru,2026-02-16 13:00:00,2026-02-16 21:00:00,D0551,FastMove
SH01118,C372,AVO001,1367,Pune,Delhi,2026-02-16 14:00:00,2026-02-17 10:00:00,D0231,TransGo
SH01119,C289,AVO001,1514,Nagpur,Vadodara,2026-02-16 15:00:00,2026-02-17 02:00:00,D0515,TransGo
SH01120,C148,AVO001,548,Vadodara,Nagpur,2026-02-16 16:00:00,2026-02-18 00:00:00,D0064,FastMove
SH01121,C029,AVO001,688,Delhi,Delhi,2026-02-16 17:00:00,2026-02-17 04:00:00,D0685,TransGo
SH01122,C231,AVO001,1062,Surat,Surat,2026-02-16 18:00:00,2026-02-17 19:00:00,D0280,FastMove
SH01123,C489,AVO001,1214,Ahmedabad,Vadodara,2026-02-16 19:00:00,2026-02-18 04:00:00,D0502,FastMove
SH01124,C390,AVO001,638,Ahmedabad,Jaipur,2026-02-16 20:00:00,2026-02-17 16:00:00,D0482,BlueLog
SH01125,C424,AVO001,1757,Jaipur,Indore,2026-02-16 21:00:00,2026-02-17 18:00:00,D0227,FastMove
SH01126,C398,AVO001,1551,Mumbai,Nagpur,2026-02-16 22:00:00,2026-02-17 18:00:00,D0390,BlueLog
SH01127,C103,AVO001,1769,Pune,Surat,2026-02-16 23:00:00,2026-02-18 03:00:00,D0147,FastMove
SH01128,C180,AVO001,1221,Mumbai,Vadodara,2026-02-17 00:00:00,2026-02-18 11:00:00,D0247,FastMove
SH01129,C159,AVO001,536,Vadodara,Jaipur,2026-02-17 01:00:00,2026-02-17 23:00:00,D0272,TransGo
SH01130,C175,AVO001,1970,Mumbai,Surat,2026-02-17 02:00:00,2026-02-17 18:00:00,D0436,TransGo
SH01131,C487,AVO001,816,Ahmedabad,Bengaluru,2026-02-17 03:00:00,2026-02-18 13:00:00,D0381,TransGo
SH01132,C198,AVO001,510,Ahmedabad,Nagpur,2026-02-17 04:00:00,2026-02-18 10:00:00,D0741,BlueLog
SH01133,C114,AVO001,1868,Mumbai,Ahmedabad,2026-02-17 05:00:00,2026-02-18 16:00:00,D0097,BlueLog
SH01134,C374,AVO001,1788,Ahmedabad,Surat,2026-02-17 06:00:00,2026-02-18 03:00:00,D0750,FastMove
SH01135,C074,AVO001,1979,Surat,Indore,2026-02-17 07:00:00,2026-02-18 11:00:00,D0612,BlueLog
SH01136,C438,AVO001,624,Bengaluru,Surat,2026-02-17 08:00:00,2026-02-18 14:00:00,D0780,BlueLog
SH01137,C019,AVO001,884,Delhi,Mumbai,2026-02-17 09:00:00,2026-02-18 05:00:00,D0586,TransGo
SH01138,C112,AVO001,1892,Delhi,Jaipur,2026-02-17 10:00:00,2026-02-18 03:00:00,D0176,TransGo
SH01139,C150,AVO001,1132,Vadodara,Bengaluru,2026-02-17 11:00:00,2026-02-18 23:00:00,D0372,BlueLog
SH01140,C113,AVO001,744,Jaipur,Pune,2026-02-17 12:00:00,2026-02-18 07:00:00,D0291,FastMove
SH01141,C306,AVO001,1579,Bengaluru,Delhi,2026-02-17 13:00:00,2026-02-19 01:00:00,D0054,TransGo
SH01142,C030,AVO001,685,Jaipur,Delhi,2026-02-17 14:00:00,2026-02-19 00:00:00,D0539,FastMove
SH01143,C277,AVO001,993,Vadodara,Nagpur,2026-02-17 15:00:00,2026-02-19 02:00:00,D0293,FastMove
SH01144,C265,AVO001,1616,Delhi,Pune,2026-02-17 16:00:00,2026-02-18 04:00:00,D0550,BlueLog
SH01145,C463,AVO001,1852,Bengaluru,Pune,2026-02-17 17:00:00,2026-02-18 22:00:00,D0228,TransGo
SH01146,C155,AVO001,1390,Jaipur,Vadodara,2026-02-17 18:00:00,2026-02-18 18:00:00,D0644,TransGo
SH01147,C415,AVO001,1860,Delhi,Vadodara,2026-02-17 19:00:00,2026-02-18 17:00:00,D0459,BlueLog
SH01148,C233,AVO001,1647,Jaipur,Surat,2026-02-17 20:00:00,2026-02-18 22:00:00,D0127,FastMove
SH01149,C316,AVO001,1526,Pune,Mumbai,2026-02-17 21:00:00,2026-02-18 08:00:00,D0245,FastMove
SH01150,C230,AVO001,1250,Vadodara,Pune,2026-02-17 22:00:00,2026-02-18 14:00:00,D0792,TransGo
SH01151,C053,AVO001,1991,Pune,Indore,2026-02-17 23:00:00,2026-02-19 10:00:00,D0340,TransGo
SH01152,C119,AVO001,1221,Surat,Surat,2026-02-18 00:00:00,2026-02-18 11:00:00,D0189,FastMove
SH01153,C233,AVO001,1905,Nagpur,Mumbai,2026-02-18 01:00:00,2026-02-18 21:00:00,D0063,TransGo
SH01154,C375,AVO001,807,Mumbai,Vadodara,2026-02-18 02:00:00,2026-02-18 10:00:00,D0646,TransGo
SH01155,C235,AVO001,996,Bengaluru,Ahmedabad,2026-02-18 03:00:00,2026-02-18 17:00:00,D0735,BlueLog
SH01156,C284,AVO001,1689,Jaipur,Pune,2026-02-18 04:00:00,2026-02-19 06:00:00,D0712,BlueLog
SH01157,C081,AVO001,1224,Surat,Delhi,2026-02-18 05:00:00,2026-02-18 13:00:00,D0756,TransGo
SH01158,C341,AVO001,1516,Indore,Mumbai,2026-02-18 06:00:00,2026-02-18 15:00:00,D0705,TransGo
SH01159,C230,AVO001,781,Jaipur,Vadodara,2026-02-18 07:00:00,2026-02-19 15:00:00,D0062,BlueLog
SH01160,C269,AVO001,577,Pune,Ahmedabad,2026-02-18 08:00:00,2026-02-19 11:00:00,D0738,FastMove
SH01161,C270,AVO001,743,Bengaluru,Vadodara,2026-02-18 09:00:00,2026-02-18 22:00:00,D0037,TransGo
SH01162,C055,AVO001,1479,Pune,Vadodara,2026-02-18 10:00:00,2026-02-19 22:00:00,D0119,TransGo
SH01163,C401,AVO001,672,Delhi,Pune,2026-02-18 11:00:00,2026-02-19 20:00:00,D0237,BlueLog
SH01164,C173,AVO001,1711,Indore,Delhi,2026-02-18 12:00:00,2026-02-19 14:00:00,D0785,TransGo
SH01165,C343,AVO001,523,Bengaluru,Mumbai,2026-02-18 13:00:00,2026-02-19 20:00:00,D0280,TransGo
SH01166,C282,AVO001,878,Surat,Nagpur,2026-02-18 14:00:00,2026-02-19 18:00:00,D0771,FastMove
SH01167,C459,AVO001,1719,Vadodara,Nagpur,2026-02-18 15:00:00,2026-02-19 04:00:00,D0641,BlueLog
SH01168,C252,AVO001,1629,Pune,Delhi,2026-02-18 16:00:00,2026-02-19 18:00:00,D0517,FastMove
SH01169,C354,AVO001,1631,Jaipur,Indore,2026-02-18 17:00:00,2026-02-20 05:00:00,D0484,FastMove
SH01170,C435,AVO001,1336,Mumbai,Mumbai,2026-02-18 18:00:00,2026-02-19 05:00:00,D0235,FastMove
SH01171,C106,AVO001,577,Bengaluru,Bengaluru,2026-02-18 19:00:00,2026-02-20 01:00:00,D0062,TransGo
SH01172,C181,AVO001,953,Bengaluru,Jaipur,2026-02-18 20:00:00,2026-02-19 16:00:00,D0053,TransGo
SH01173,C027,AVO001,1385,Bengaluru,Vadodara,2026-02-18 21:00:00,2026-02-20 02:00:00,D0594,FastMove
SH01174,C358,AVO001,649,Mumbai,Delhi,2026-02-18 22:00:00,2026-02-20 09:00:00,D0184,FastMove
SH01175,C199,AVO001,1456,Pune,Pune,2026-02-18 23:00:00,2026-02-19 20:00:00,D0723,FastMove
SH01176,C459,AVO001,887,Surat,Nagpur,2026-02-19 00:00:00,2026-02-20 07:00:00,D0164,BlueLog
SH01177,C342,AVO001,1813,Pune,Mumbai,2026-02-19 01:00:00,2026-02-20 04:00:00,D0758,TransGo
SH01178,C468,AVO001,1753,Bengaluru,Surat,2026-02-19 02:00:00,2026-02-19 12:00:00,D0196,FastMove
SH01179,C438,AVO001,1027,Surat,Jaipur,2026-02-19 03:00:00,2026-02-19 19:00:00,D0432,TransGo
SH01180,C456,AVO001,985,Indore,Mumbai,2026-02-19 04:00:00,2026-02-19 14:00:00,D0218,BlueLog
SH01181,C112,AVO001,562,Pune,Jaipur,2026-02-19 05:00:00,2026-02-20 09:00:00,D0501,FastMove
SH01182,C170,AVO001,864,Ahmedabad,Jaipur,2026-02-19 06:00:00,2026-02-19 16:00:00,D0391,TransGo
SH01183,C187,AVO001,1241,Mumbai,Nagpur,2026-02-19 07:00:00,2026-02-20 12:00:00,D0471,TransGo
SH01184,C348,AVO001,1642,Surat,Ahmedabad,2026-02-19 08:00:00,2026-02-20 00:00:00,D0366,FastMove
SH01185,C015,AVO001,884,Ahmedabad,Jaipur,2026-02-19 09:00:00,2026-02-20 03:00:00,D0378,TransGo
SH01186,C311,AVO001,1402,Indore,Mumbai,2026-02-19 10:00:00,2026-02-20 21:00:00,D0752,TransGo
SH01187,C391,AVO001,572,Ahmedabad,Delhi,2026-02-19 11:00:00,2026-02-19 21:00:00,D0442,FastMove
SH01188,C361,AVO001,1873,Ahmedabad,Surat,2026-02-19 12:00:00,2026-02-20 05:00:00,D0097,FastMove
SH01189,C289,AVO001,802,Jaipur,Delhi,2026-02-19 13:00:00,2026-02-20 13:00:00,D0086,FastMove
SH01190,C037,AVO001,1406,Indore,Pune,2026-02-19 14:00:00,2026-02-20 05:00:00,D0587,BlueLog
SH01191,C274,AVO001,560,Ahmedabad,Ahmedabad,2026-02-19 15:00:00,2026-02-20 09:00:00,D0612,BlueLog
SH01192,C299,AVO001,1298,Jaipur,Nagpur,2026-02-19 16:00:00,2026-02-21 01:00:00,D0672,FastMove
SH01193,C342,AVO001,1666,Delhi,Jaipur,2026-02-19 17:00:00,2026-02-20 15:00:00,D0289,TransGo
SH01194,C183,AVO001,889,Pune,Nagpur,2026-02-19 18:00:00,2026-02-20 22:00:00,D0306,TransGo
SH01195,C442,AVO001,694,Indore,Delhi,2026-02-19 19:00:00,2026-02-20 15:00:00,D0736,BlueLog
SH01196,C339,AVO001,567,Mumbai,Indore,2026-02-19 20:00:00,2026-02-21 01:00:00,D0062,FastMove
SH01197,C080,AVO001,1688,Pune,Pune,2026-02-19 21:00:00,2026-02-20 21:00:00,D0071,TransGo
SH01198,C202,AVO001,1644,Ahmedabad,Nagpur,2026-02-19 22:00:00,2026-02-20 18:00:00,D0786,FastMove
SH01199,C357,AVO001,1703,Jaipur,Pune,2026-02-19 23:00:00,2026-02-20 20:00:00,D0608,FastMove
SH01200,C120,AVO001,1710,Delhi,Bengaluru,2026-02-20 00:00:00,2026-02-21 00:00:00,D0009,TransGo
SH01201,C150,AVO001,1089,Nagpur,Vadodara,2026-02-20 01:00:00,2026-02-21 11:00:00,D0150,BlueLog
SH01202,C449,AVO001,1453,Surat,Vadodara,2026-02-20 02:00:00,2026-02-20 13:00:00,D0740,TransGo
SH01203,C045,AVO001,605,Mumbai,Indore,2026-02-20 03:00:00,2026-02-20 15:00:00,D0499,FastMove
SH01204,C316,AVO001,1297,Ahmedabad,Surat,2026-02-20 04:00:00,2026-02-21 01:00:00,D0174,BlueLog
SH01205,C469,AVO001,1095,Indore,Surat,2026-02-20 05:00:00,2026-02-20 17:00:00,D0516,TransGo
SH01206,C333,AVO001,890,Ahmedabad,Pune,2026-02-20 06:00:00,2026-02-20 20:00:00,D0130,BlueLog
SH01207,C193,AVO001,1787,Surat,Jaipur,2026-02-20 07:00:00,2026-02-21 10:00:00,D0377,FastMove
SH01208,C171,AVO001,809,Delhi,Delhi,2026-02-20 08:00:00,2026-02-21 09:00:00,D0706,FastMove
SH01209,C324,AVO001,620,Delhi,Indore,2026-02-20 09:00:00,2026-02-21 17:00:00,D0783,BlueLog
SH01210,C048,AVO001,530,Surat,Indore,2026-02-20 10:00:00,2026-02-21 15:00:00,D0107,BlueLog
SH01211,C200,AVO001,1773,Nagpur,Jaipur,2026-02-20 11:00:00,2026-02-21 21:00:00,D0623,BlueLog
SH01212,C135,AVO001,1557,Jaipur,Surat,2026-02-20 12:00:00,2026-02-21 21:00:00,D0769,FastMove
SH01213,C111,AVO001,589,Nagpur,Surat,2026-02-20 13:00:00,2026-02-21 19:00:00,D0747,FastMove
SH01214,C216,AVO001,630,Delhi,Delhi,2026-02-20 14:00:00,2026-02-22 02:00:00,D0600,FastMove
SH01215,C032,AVO001,1742,Vadodara,Pune,2026-02-20 15:00:00,2026-02-22 02:00:00,D0210,BlueLog
SH01216,C083,AVO001,1414,Surat,Bengaluru,2026-02-20 16:00:00,2026-02-21 18:00:00,D0422,TransGo
SH01217,C056,AVO001,1629,Surat,Nagpur,2026-02-20 17:00:00,2026-02-21 06:00:00,D0727,TransGo
SH01218,C339,AVO001,1821,Indore,Mumbai,2026-02-20 18:00:00,2026-02-21 02:00:00,D0562,BlueLog
SH01219,C432,AVO001,788,Ahmedabad,Surat,2026-02-20 19:00:00,2026-02-21 20:00:00,D0033,TransGo
SH01220,C330,AVO001,1712,Ahmedabad,Bengaluru,2026-02-20 20:00:00,2026-02-22 02:00:00,D0446,TransGo
SH01221,C056,AVO001,1497,Delhi,Delhi,2026-02-20 21:00:00,2026-02-21 10:00:00,D0740,TransGo
SH01222,C109,AVO001,1000,Mumbai,Ahmedabad,2026-02-20 22:00:00,2026-02-21 11:00:00,D0708,FastMove
SH01223,C048,AVO001,661,Ahmedabad,Pune,2026-02-20 23:00:00,2026-02-22 06:00:00,D0078,FastMove
SH01224,C386,AVO001,1028,Delhi,Ahmedabad,2026-02-21 00:00:00,2026-02-21 12:00:00,D0177,TransGo
SH01225,C393,AVO001,989,Jaipur,Mumbai,2026-02-21 01:00:00,2026-02-21 20:00:00,D0542,TransGo
SH01226,C089,AVO001,623,Nagpur,Surat,2026-02-21 02:00:00,2026-02-21 18:00:00,D0007,TransGo
SH01227,C382,AVO001,1699,Indore,Jaipur,2026-02-21 03:00:00,2026-02-21 17:00:00,D0607,BlueLog
SH01228,C181,AVO001,1955,Delhi,Nagpur,2026-02-21 04:00:00,2026-02-22 04:00:00,D0606,TransGo
SH01229,C309,AVO001,1856,Vadodara,Pune,2026-02-21 05:00:00,2026-02-22 12:00:00,D0593,FastMove
SH01230,C438,AVO001,1107,Indore,Nagpur,2026-02-21 06:00:00,2026-02-22 00:00:00,D0517,TransGo
SH01231,C314,AVO001,1376,Mumbai,Surat,2026-02-21 07:00:00,2026-02-21 17:00:00,D0066,FastMove
SH01232,C315,AVO001,1362,Jaipur,Delhi,2026-02-21 08:00:00,2026-02-22 02:00:00,D0591,BlueLog
SH01233,C361,AVO001,800,Nagpur,Bengaluru,2026-02-21 09:00:00,2026-02-22 16:00:00,D0452,TransGo
SH01234,C214,AVO001,960,Nagpur,Vadodara,2026-02-21 10:00:00,2026-02-22 17:00:00,D0425,FastMove
SH01235,C336,AVO001,1138,Pune,Surat,2026-02-21 11:00:00,2026-02-21 22:00:00,D0737,BlueLog
SH01236,C225,AVO001,749,Indore,Delhi,2026-02-21 12:00:00,2026-02-22 04:00:00,D0123,FastMove
SH01237,C196,AVO001,749,Pune,Nagpur,2026-02-21 13:00:00,2026-02-22 20:00:00,D0547,FastMove
SH01238,C375,AVO001,1534,Mumbai,Indore,2026-02-21 14:00:00,2026-02-22 08:00:00,D0578,BlueLog
SH01239,C165,AVO001,700,Mumbai,Nagpur,2026-02-21 15:00:00,2026-02-22 06:00:00,D0508,BlueLog
SH01240,C249,AVO001,1190,Surat,Pune,2026-02-21 16:00:00,2026-02-23 02:00:00,D0064,BlueLog
SH01241,C220,AVO001,1902,Delhi,Vadodara,2026-02-21 17:00:00,2026-02-22 18:00:00,D0638,TransGo
SH01242,C126,AVO001,1227,Pune,Mumbai,2026-02-21 18:00:00,2026-02-22 22:00:00,D0193,BlueLog
SH01243,C091,AVO001,1951,Delhi,Jaipur,2026-02-21 19:00:00,2026-02-23 00:00:00,D0270,BlueLog
SH01244,C083,AVO001,929,Jaipur,Nagpur,2026-02-21 20:00:00,2026-02-22 09:00:00,D0180,BlueLog
SH01245,C424,AVO001,1451,Pune,Bengaluru,2026-02-21 21:00:00,2026-02-23 00:00:00,D0783,TransGo
SH01246,C395,AVO001,1077,Bengaluru,Delhi,2026-02-21 22:00:00,2026-02-22 11:00:00,D0694,FastMove
SH01247,C478,AVO001,1611,Bengaluru,Bengaluru,2026-02-21 23:00:00,2026-02-22 16:00:00,D0247,BlueLog
SH01248,C086,AVO001,1077,Surat,Pune,2026-02-22 00:00:00,2026-02-22 12:00:00,D0027,FastMove
SH01249,C027,AVO001,1217,Indore,Pune,2026-02-22 01:00:00,2026-02-22 22:00:00,D0222,BlueLog
SH01250,C279,AVO001,1233,Pune,Mumbai,2026-02-22 02:00:00,2026-02-23 08:00:00,D0269,FastMove
SH01251,C172,AVO001,599,Nagpur,Vadodara,2026-02-22 03:00:00,2026-02-23 08:00:00,D0160,TransGo
SH01252,C308,AVO001,1484,Surat,Indore,2026-02-22 04:00:00,2026-02-23 08:00:00,D0796,FastMove
SH01253,C314,AVO001,679,Surat,Surat,2026-02-22 05:00:00,2026-02-23 13:00:00,D0045,BlueLog
SH01254,C015,AVO001,940,Delhi,Ahmedabad,2026-02-22 06:00:00,2026-02-23 04:00:00,D0046,TransGo
SH01255,C026,AVO001,953,Vadodara,Ahmedabad,2026-02-22 07:00:00,2026-02-23 08:00:00,D0786,BlueLog
SH01256,C099,AVO001,1673,Ahmedabad,Delhi,2026-02-22 08:00:00,2026-02-23 09:00:00,D0221,TransGo
SH01257,C070,AVO001,1662,Mumbai,Delhi,2026-02-22 09:00:00,2026-02-22 22:00:00,D0559,TransGo
SH01258,C238,AVO001,1854,Indore,Surat,2026-02-22 10:00:00,2026-02-23 11:00:00,D0490,BlueLog
SH01259,C007,AVO001,1430,Delhi,Bengaluru,2026-02-22 11:00:00,2026-02-23 23:00:00,D0368,FastMove
SH01260,C211,AVO001,793,Mumbai,Mumbai,2026-02-22 12:00:00,2026-02-23 10:00:00,D0674,FastMove
SH01261,C423,AVO001,840,Mumbai,Jaipur,2026-02-22 13:00:00,2026-02-22 21:00:00,D0517,FastMove
SH01262,C001,AVO001,1862,Bengaluru,Pune,2026-02-22 14:00:00,2026-02-23 07:00:00,D0288,FastMove
SH01263,C031,AVO001,1474,Indore,Surat,2026-02-22 15:00:00,2026-02-23 17:00:00,D0153,BlueLog
SH01264,C255,AVO001,1720,Jaipur,Surat,2026-02-22 16:00:00,2026-02-23 07:00:00,D0120,TransGo
SH01265,C199,AVO001,1876,Nagpur,Nagpur,2026-02-22 17:00:00,2026-02-23 01:00:00,D0597,FastMove
SH01266,C487,AVO001,513,Surat,Ahmedabad,2026-02-22 18:00:00,2026-02-23 18:00:00,D0733,TransGo
SH01267,C198,AVO001,1070,Delhi,Surat,2026-02-22 19:00:00,2026-02-23 09:00:00,D0631,TransGo
SH01268,C220,AVO001,937,Indore,Nagpur,2026-02-22 20:00:00,2026-02-24 04:00:00,D0051,BlueLog
SH01269,C444,AVO001,1608,Bengaluru,Vadodara,2026-02-22 21:00:00,2026-02-24 01:00:00,D0035,BlueLog
SH01270,C203,AVO001,695,Surat,Indore,2026-02-22 22:00:00,2026-02-24 01:00:00,D0502,BlueLog
SH01271,C058,AVO001,1933,Indore,Vadodara,2026-02-22 23:00:00,2026-02-23 12:00:00,D0062,BlueLog
SH01272,C273,AVO001,1451,Mumbai,Pune,2026-02-23 00:00:00,2026-02-23 18:00:00,D0478,TransGo
SH01273,C081,AVO001,1954,Indore,Delhi,2026-02-23 01:00:00,2026-02-23 17:00:00,D0706,FastMove
SH01274,C463,AVO001,1491,Pune,Vadodara,2026-02-23 02:00:00,2026-02-24 02:00:00,D0030,BlueLog
SH01275,C125,AVO001,714,Jaipur,Mumbai,2026-02-23 03:00:00,2026-02-23 14:00:00,D0303,TransGo
SH01276,C051,AVO001,1019,Ahmedabad,Pune,2026-02-23 04:00:00,2026-02-24 12:00:00,D0704,FastMove
SH01277,C055,AVO001,1420,Mumbai,Delhi,2026-02-23 05:00:00,2026-02-24 05:00:00,D0560,BlueLog
SH01278,C229,AVO001,1693,Jaipur,Mumbai,2026-02-23 06:00:00,2026-02-24 06:00:00,D0616,BlueLog
SH01279,C240,AVO001,1726,Indore,Vadodara,2026-02-23 07:00:00,2026-02-24 03:00:00,D0477,FastMove
SH01280,C195,AVO001,1285,Mumbai,Jaipur,2026-02-23 08:00:00,2026-02-24 02:00:00,D0641,TransGo
